"Data Source","World Development Indicators",

"Last Updated Date","2020-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Ukraine","UKR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","40.96969","","","","","37.78003","","","","","42.99104","43.24724","44.14649","45.46117","47.10789","47.856","","49.1298","48.82729","48.68857","46.90393","45.43643","42.56271","40.36309","42.26394","42.45446","","45.34056","47.21155","48.77624","51.99213","56.56588","60.84936","65.71183","70.30892","75.39475","78.89259","81.24918","81.96871","80.17553","82.19397","81.71402","80.15565","82.67118","","","","","",
"Upper middle income","UMC","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","6.32703","6.30685","6.38579","6.58198","6.99334","7.56217","7.89743","8.11927","8.33289","8.73269","8.91937","9.17926","9.44514","9.47355","9.89635","10.11816","9.96962","9.90336","9.77413","9.70023","9.7326","9.83818","9.85206","9.98121","10.64707","11.6807","12.30904","13.57145","14.44087","15.84672","17.26371","19.48456","21.87474","24.23009","25.77718","27.09709","28.36455","29.26878","30.29807","31.69192","33.37287","35.20624","37.72683","40.6127","46.63707","49.16391","51.05217","52.18439","53.03968","",
"Uruguay","URY","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","12.30297","15.09196","","17.60033","","16.55468","15.53693","17.14318","22.38196","24.09713","","","","","","29.63273","29.90125","29.99674","27.0813","","","","29.39835","","34.5432","32.40274","33.926","38.13272","40.16603","42.44368","43.63363","45.3348","46.05366","50.69181","50.93381","","51.23524","","","59.87363","60.72049","59.69622","62.54457","63.12577","","",
"United States","USA","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.63483","","","","","92.62195","93.90658","93.17549","88.72642","88.62687","88.88941","88.83505","88.16739","","",
"Uzbekistan","UZB","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","15.22731","","16.24163","16.57916","17.4702","17.49505","16.89821","","","","","","","13.02506","13.0715","13.42384","13.85864","14.00808","14.20897","10.07478","10.28241","10.19545","10.2196","9.98675","9.37727","8.82543","8.03884","8.08664","8.10314","8.22409","8.4636","9.1811","10.07635","",
"St. Vincent and the Grenadines","VCT","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","3.10272","2.51897","","","","","","6.30029","6.80592","","","6.17138","","","","","","","","","","","","","","","","","","","","","","","","24.35128","23.66992","","","","",
"Venezuela, RB","VEN","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","9.47072","11.10634","12.4736","13.45381","15.00728","16.32171","","18.61238","19.0389","19.55674","19.42373","20.38106","20.96585","22.03115","21.73055","24.63388","23.49683","24.45917","25.84668","27.05173","27.87237","27.61977","","","","","","","","28.65453","","38.66276","40.29644","42.24712","","","","79.51647","79.30056","","","","","","","","","","",
"British Virgin Islands","VGB","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.32417","52.8169","46.78322","50.53333","","70.69073","","","","","74.022","","","","","","42.25856","41.34854","","16.25409","",
"Virgin Islands (U.S.)","VIR","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","1.68902","2.0193","2.37704","2.56762","2.43329","2.03281","","","","","1.92863","","","2.66423","2.76365","1.89102","1.53302","1.93072","2.18706","2.79579","4.05187","6.86556","9.67784","10.63796","9.46467","9.52937","9.79335","10.18512","","16.15993","16.78205","18.48277","19.06383","20.23058","22.82086","24.94845","25.18673","25.19179","30.7155","29.07346","28.54497","","","",
"Vanuatu","VUT","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.88543","3.82909","3.77242","4.78277","4.68983","4.74298","","","","","","","","","","","","","","","",
"World","WLD","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","9.73827","9.91377","10.10786","10.3336","10.65291","11.13832","11.65269","11.73629","12.02474","12.18371","12.36455","12.66006","12.81459","13.00247","13.34176","13.40171","13.31235","13.40841","13.28594","13.41246","13.61685","13.80303","14.03551","14.05718","14.93658","15.53941","15.69023","16.47727","17.31737","18.39312","19.07947","20.13381","21.67495","22.84622","23.6818","24.34052","25.19056","26.03668","27.05983","28.13414","29.56584","31.3979","32.71966","33.43855","35.77419","36.80101","37.39474","37.86174","38.04186","",
"Samoa","WSM","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","0.95182","0.99216","","1.61097","","1.68825","","2.66237","2.74956","","","3.72233","","3.10909","","","","","","","","","","","","","","","9.09258","11.76656","7.56383","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.77217","","","","","4.83997","","10.90168","","","11.05899","10.52883","9.97307","9.88846","9.47453","10.68966","10.83521","11.34417","10.76456","10.15192","","","","","","","","",
"South Africa","ZAF","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","4.257","","","4.40316","","","","","","","","","","","","","","","11.52018","12.47187","12.61899","12.99367","13.20867","14.47984","15.78063","","","","","","","","","","","","","","","","","","19.14366","19.93049","19.80924","","20.91845","22.36603","","",
"Zambia","ZMB","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","0.39526","","","","1.13117","1.9519","1.96417","1.51528","1.5066","1.45117","","1.36767","1.4002","1.46352","1.40662","","2.18384","1.91839","2.12263","2.00348","2.05477","","","","","","","","2.30167","2.26659","","","","","","","","","","","","4.16887","4.11603","","","","","","","",
"Zimbabwe","ZWE","School enrollment, tertiary (% gross)","SE.TER.ENRR","","","","","","","","","","","","1.67462","1.62455","1.62788","1.50626","1.54096","1.57064","1.46122","1.4234","1.34964","1.29214","1.80954","2.09992","1.34873","1.50759","1.73072","2.08362","","","5.5319","4.79636","4.94635","5.70801","","","","","","","","","","","","","","","","","","6.69838","6.70256","6.85414","6.93526","","10.00655","","","","",
